title,authors,year,publicationDate,link,abstract,river,keywords,source,scraped_at
Unlocking the potential of biocrust microorganisms in agriculture: cyanobacteria and heterotrophic bacteria with plant growth-promoting properties,"Carlotta Pagli, Lisa Maggioli, B. Roncero-Ramos, E. Pajuelo, M. Muñoz‐Rojas, Roberto Braglia, Antonella Canini, Yolanda Cantón",2025,2025-09-24,https://www.semanticscholar.org/paper/5227c330318626d3018a26ff7985cf5802795e0d,"Introduction Drylands are subject to multiple overlapping stresses, including high temperatures, drought, and salinity, along with soils that are low in organic matter and nitrogen. Hence, both agricultural practices and natural regeneration in these areas are hindered by poor plant establishment and growth. The use of plant growth-promoting (PGP) microorganisms has recently emerged as a promising strategy to enhance plant performance under these harsh conditions. Methods In this context, the aim of this work was to isolate and screen the PGP properties of cyanobacteria and heterotrophic bacteria from biocrusts in arid soils, representing a highly unexplored niche of microorganisms with potential application in agriculture and ecological restoration. We determined key PGP traits, including phosphate and potassium solubilization, growth under nitrogen-free conditions, siderophore and auxin production, as well as protease, lipase, DNase, amylase, catalase, and cytochrome-C-oxidase activities. Results Our results showed that, among the cyanobacteria analyzed, Nostoc commune CANT2, isolated from the province of Almería (Spain), exhibited the highest number of PGP properties, followed by N. commune AB55 (southern Sardinia, Italy) and Trichocoleus cf. desertorum CAU7 (Almería). Both strains AB55 and CANT2 are characterized by their production of exopolysaccharides (EPS). Regarding the heterotrophic bacterial strains, those with the best PGP properties were identified as Peribacillus frigoritolerans and Bacillus atrophaeus by 16S rRNA gene sequencing. Seed biopriming experiments with the model plant Triticum aestivum showed that application of N. commune CANT2, either alone or in combination with P. frigoritolerans 1E, enhanced vigor indices by up to 58% compared to the control. Discussion These findings highlight the potential of combined microbial consortia with PGP activities as candidates for the development of biostimulants, offering a sustainable approach to improve plant growth and resilience in dryland agriculture.",,,Semantic Scholar,2025-12-10T22:57:39.419440
Optimizing agroforestry systems through traditional ecological knowledge: a sustainable model for tree species selection in semi-arid lowland region,"Muhammad Waheed, Fahim Arshad, Kaniz Fatima, Asma Jabeen, Abeer Al-Andal, Abdullayev Abdulla Fayzulla Ugli, Baxtigul Nurullayeva, Oygul Khujaniyozova",2025,2025-08-01,https://www.semanticscholar.org/paper/d9e95f73df228839a81759bd356821d444c482f3,,,,Semantic Scholar,2025-12-10T22:57:39.419469
Habitat-driven variability in morphological and anatomical traits of Dactyloctenium aegyptium (Poaceae) in semi-arid regions,"Naila Mukhtar, Muhammad Waheed, Fahim Arshad, Nidaa Harun, Uzma Amin, Shaheen Umbreen, Abeer Al-Andal, Valisher Sapayev, Malokhat Saidmuratova, Abdul Rahman Osmani, Marina Taheri",2025,2025-10-01,https://www.semanticscholar.org/paper/580df40674ce617fa12f60d5ea1d6a3585967f74,"The ability of Dactyloctenium aegyptium (L.) Willd. to adapt to diverse habitats reflects its remarkable ecological plasticity. This study investigates the morphological and anatomical traits of D. aegyptium across six distinct habitat types in semi-arid regions, which vary in moisture availability, soil texture, and levels of disturbance. We used one-way ANOVA and Principal Component Analysis (PCA) to evaluate habitat-driven differences and identify key patterns of trait variation. We found significant habitat-induced differences in morphological traits such as stem length, root length, leaf length, and plant biomass. Stem length and diameter peaked in sandy and canal bank habitats, while abandoned land exhibited the lowest values. Leaf length was highest in canal bank habitats and lowest in abandoned land. Sandy places supported the highest biomass, reflecting optimal growth conditions, while abandoned land recorded minimal biomass. Anatomical traits displayed habitat-specific adaptations, with roadside habitats exhibiting the thickest root epidermis and sandy places showing the highest endodermis thickness. Leaf anatomical features such as vascular bundle dimensions and bulliform cell density varied significantly, reflecting adaptations to environmental stresses. PCA revealed that plant traits clustered according to habitat type, with traits such as stem length, leaf size, and biomass associated with resource-rich habitats like roadside and agricultural land, indicating habitat-driven differentiation and adaptive plasticity. These findings highlight the strong relationship between habitat variability and morphological and anatomical plasticity in D. aegyptium, providing insights into its adaptive strategies in semi-arid regions. This study contributes to understanding the ecological resilience of grass species under varying environmental conditions and highlights the importance of habitat-driven plasticity in shaping plant traits.",,,Semantic Scholar,2025-12-10T22:57:39.419479
Evaluation of Protein-enriched Diet Formulations on Apis mellifera Colony Performance During Floral Dearth in Semi-arid Agro-climate,"Mohammed Ahmed Alshogari, A. M. R. A. T. T. Shaikh",2025,2025-06-01,https://www.semanticscholar.org/paper/d966032a80ed719c56890f8379b777fa1eb2e62e,"The availability of nectar and pollen is crucial for sustaining honey bee (Apis mellifera L.) colonies. During floral dearth periods, natural forage is limited, leading to reduced colony strength and productivity. To address this issue, the present study evaluated the effects of different pollen-based diet formulations on colony activity and development during the summer dearth period. The four diets used were D1 (gram flour, turmeric powder, sugar powder, ground pollen, and honey); D2 (brewer's yeast, maize flour, skimmed milk powder, sugar powder, ground pollen, and honey); D3 (soybean flour, skimmed milk powder, sugar powder, ground pollen, and honey); and D4 (control and sugar syrup only), in three replicates each. Colonies received 100 g of diet weekly in the form of patties and were assessed for diet consumption, sealed brood area, and honey storage area. Results showed that T2 was the most consumed diet (38.52 g/colony/week) and resulted in the highest sealed brood area (545.95 cm²) and honey storage area (405.96 cm²), compared to control and other treatments. The study demonstrated that protein-enriched pollen substitutes, particularly those including brewer's yeast, maize flour, skimmed milk powder, sugar powder, ground pollen, and honey, can effectively enhance colony build-up and productivity during the periods of forage scarcity. These findings support the development of standardized supplementary diets to mitigate the adverse effects of seasonal dearth on beekeeping operations.. KEYWORDS :Apis mellifera, Colony development, Dearth period, Diet formulations, Pollen substitute, Supplementary feeding",,,Semantic Scholar,2025-12-10T22:57:39.419488
"Challenges in surface mass balance estimation at Dome C: stake farm comparisons, measurement uncertainties, and station-induced biases","Claudio Stefanini, B. Stenni, Mauro Masiol, G. Dreossi, Vincent Favier, F. Becherini, C. Scarchilli, V. Ciardini, Gabriele Carugati, M. Frezzotti",2025,2025-11-17,https://www.semanticscholar.org/paper/5e15f885e2d9cdb580cbd99582cc499b6cd50af3,"Abstract. In this study, surface mass balance (SMB) is estimated from snow accumulation data collected in the nearby area of Concordia Station, Antarctica. Results from the Italian and French stake farms are jointly analysed. The Italian stake farm consists of 13 stakes; continuous observations started at the end of 2010 with near-monthly sampling. Some measurements are also available for the 2006–2010 period from a previous stake farm. The French stake farm consists of 50 stakes; observations started in 2004 with yearly sampling during austral summer. Snow buildup measurements at individual stakes show a strong variability caused by the interaction of wind-driven snow with surface micro-relief. In the common observation period, the present Italian stake farm generally underestimates the SMB with respect to the French one, except for 3 years in which an overestimation is observed. Over the 2011–2023 period, the mean yearly accumulation recorded by the Italian and French stake farms is 7.3 ± 0.2 cm and 8.4 ± 0.1 cm, respectively. Bootstrap simulation has been performed to: (i) assess the significance of the differences between the two datasets; (ii) evaluate the effect on the measurements of the different size of the stake farms and their distance to the Station. The comparison of the observations with reanalysis datasets (ERA5 and MERRA2) and regional models (RACMO2.4p1, MAR3.12) indicates the former more in agreement with the observations. The potential interaction effect of the Station has also been investigated by analysing wind direction during snowfall events, suggesting that buildings may influence accumulation. In fact, in the hyper-arid environment of Dome C, snow accumulation is largely governed by post-depositional processes such as wind redistribution and clear-sky precipitation. Buildings alter the wind field, enhancing erosion beneath them and forming snowdrifts leeward and laterally, which may explain accumulation differences between the ITA and FRA stake fields. Additionally, two more stake farms, located 25 km North and South of Concordia Station, are also analysed to study the SMB gradient across Dome C, confirming previous results. On average, yearly SMB increases northward by 8 %–9 % over the 50 km span between the southern and northern stake farms. At Concordia, for the 2004–2023 period, a mean SMB of 27.21 ± 0.60 kg m−2 has been estimated, taking into account the uncertainty of the observations and of the snow compaction effect. Results are valuable for validating SMB estimated from reanalysis, regional climate models and remote-sensing data.",,,Semantic Scholar,2025-12-10T22:57:39.419497
Assessing Climate Change Impacts on Future Reliability of Water Supply Systems Served by Karst Aquifers,"Nunziarita Palazzolo, D. J. Peres, C. Mineo, S. Passaretti, A. Varriale, A. Cancelliere",2025,2025-06-28,https://www.semanticscholar.org/paper/991b9e590821f2123837fce3e26d34ac4c450aeb,,,,Semantic Scholar,2025-12-10T23:00:49.064417
Short-Term Forecasting of Crop Production for Sustainable Agriculture in a Changing Climate,"Vincenzo Guerriero, A. R. Scorzini, B. Di Lena, Mario Di Bacco, M. Tallini",2025,2025-07-04,https://www.semanticscholar.org/paper/f552cc9d05f458754c9eba1009184e703283fa4b,"Globally, crop productive systems exhibit climatic adaptation, resulting in increased overall yields over the past century. Nevertheless, inter-annual fluctuations in production can lead to food price volatility, raising concerns about food security. Within this framework, short-term crop yield predictions informed by climate observations may significantly contribute to sustainable agricultural development. In this study, we discuss the criteria for historical monitoring and forecasting of the productive system response to climatic fluctuations, both ordinary and extreme. Here, forecasting is intended as an assessment of the conditional probability distribution of crop yield, given the observed value of a key climatic index in an appropriately chosen month of the year. Wheat production in the Teramo province (central Italy) is adopted as a case study to illustrate the approach. To characterize climatic conditions, this study utilizes the Standardized Precipitation Evapotranspiration Index (SPEI) as a key indicator impacting wheat yield. Validation has been carried out by means of Monte Carlo simulations, confirming the effectiveness of the method. The main findings of this study show that the model describing the yield–SPEI relationship has time-varying parameters and that the study of their variation trend allows for an estimate of their current values. These results are of interest from a methodological point of view, as these methods can be adapted to various crop products across different geographical regions, offering a tool to anticipate production figures. This offers effective tools for informed decision-making in support of both agricultural and economic sustainability, with the additional benefit of helping to mitigate price volatility.",,,Semantic Scholar,2025-12-10T23:00:49.064447
Study on 2007–2021 Drought Trends in Basilicata Region Based on the AMSU-Based Soil Wetness Index,"R. Albano, Meriam Lahsaini, A. Mazzariello, Binh Pham-Duc, T. Lacava",2025,2025-06-09,https://www.semanticscholar.org/paper/d0e2eab999e7435a8c053a8d3e09d24867e2dd41,"Soil moisture (SM) plays a fundamental role in the water cycle and is an important variable for all processes occurring at the lithosphere–atmosphere interface, which are strongly affected by climate change. Among the different fields of application, accurate SM measurements are becoming more relevant for all studies related to extreme event (e.g., floods, droughts, and landslides) mitigation and assessment. In this study, data acquired by the advanced microwave sounding unit (AMSU) onboard the European Meteorological Operational Satellite Program (MetOP) satellites were used for the first time to extract information on the variability of SM by implementing the original soil wetness index (SWI). Long-term monthly SWI time series collected for the Basilicata region (southern Italy) were analyzed for drought assessment during the period 2007–2021. The accuracy of the SWI product was tested through a comparison with SM products derived by the Advanced SCATterometer (ASCAT) over the 2013–2016 period, while the Standardized Precipitation-Evapotranspiration Index (SPEI) was used to assess the relevance of the long-term achievements in terms of drought analysis. The results indicate a satisfactory accuracy of the SWI, with the mean correlation coefficient values with ASCAT higher than 0.7 and a mean normalized root mean square error less than 0.155. A negative trend in SWI during the 15-year period was found using both the original and deseasonalized series (linear and Sen’s slope ~−0.00525), confirmed by SPEI (linear and Sen’s slope ~−0.00293), suggesting the occurrence of a marginal long-term dry phase in the region. Although further investigations are needed to better assess the intensity and main causes of the phenomena, this result indicates the contribution that satellite data/products can offer in supporting drought assessment.",,water cycle,Semantic Scholar,2025-12-10T23:00:49.064459
A Convergent Approach to Investigate the Environmental Behavior and Importance of a Man-Made Saltwater Wetland,"L. Alessandrino, N. Colombani, A. Usai, M. Mastrocicco",2025,2025-06-11,https://www.semanticscholar.org/paper/90fa68ab166b89796bac7b02da0a48894a73630d,"Mediterranean saline wetlands are significant ecological habitats defined by seasonal water availability and various biological communities, forming a unique ecotone that combines traits of both freshwater and marine environments. Moreover, they are regarded as notable natural and economic resources. Since the sustainable management of protected wetlands necessitates a multidisciplinary approach, the purpose of this study is to provide a comprehensive picture of the hydrological, hydrochemical, and ecological dynamics of a man-made groundwater dependent ecosystem (GDE) by combining remote sensing, hydrochemical data, geostatistical tools, and ecological indicators. The study area, called “Le Soglitelle”, is located in the Campania plain (Italy), which is close to the Domitian shoreline, covering a surface of 100 ha. The Normalized Difference Water Index (NDWI), a remote sensing-derived index sensitive to surface water presence, from Sentinel-2 was used to detect changes in the percentage of the wetland inundated area over time. Water samples were collected in four campaigns, and hydrochemical indexes were used to investigate the major hydrochemical seasonal processes occurring in the area. Geostatistical tools, such as principal component analysis (PCA) and independent component analysis (ICA), were used to identify the main hydrochemical processes. Moreover, faunal monitoring using waders was employed as an ecological indicator. Seasonal variation in the inundation area ranged from nearly 0% in summer to over 50% in winter, consistent with the severe climatic oscillations indicated by SPEI values. PCA and ICA explained over 78% of the total hydrochemical variability, confirming that the area’s geochemistry is mainly characterized by the saltwater sourced from the artesian wells that feed the wetland. The concentration of the major ions is regulated by two contrasting processes: evapoconcentration in summer and dilution and water mixing (between canals and ponds water) in winter. Cl−/Br− molar ratio results corroborated this double seasonal trend. The base exchange index highlighted a salinization pathway for the wetland. Bird monitoring exhibited consistency with hydrochemical monitoring, as the seasonal distribution clearly reflects the dual behaviour of this area, which in turn augmented the biodiversity in this GDE. The integration of remote sensing data, multivariate geostatistical analysis, geochemical tools, and faunal indicators represents a novel interdisciplinary framework for assessing GDE seasonal dynamics, offering practical insights for wetland monitoring and management.",,seasonal water availability,Semantic Scholar,2025-12-10T23:00:49.064471
"Influence of land surface temperatures, precipitation, total water storage anomaly and fraction of absorbed photosynthetically active radiation anomaly, obtained from MODIS, IMERG and GRACE satellite products on wildfires in eastern Central Italy","Matteo Gentilucci, Hamed Younes, R. Hadji, Nicola Casagli, Gilberto Pambianchi",2025,2025-06-24,https://www.semanticscholar.org/paper/b658964f976e462851ce1397f81137ed025eb97a,"ABSTRACT Forest fires are increasingly frequent and pose a risk to the entire ecosystem and also to subsequent hydrogeological risks that may be amplified. Italy and the Mediterranean area are increasingly affected by fires and in recent years they have dried up abruptly due to extreme climatic conditions that increase the number of continuous days without rainfall, as well as the duration and intensity of heat waves that increase the risk of wildfires. In this context, it is essential to implement countermeasures in order to better plan the territory, by means of monitoring tools that can guarantee optimal coverage of the areas under investigation, assessing risk conditions. This research was carried out using remote sensing products such as Moderate-resolution Imaging Spectroradiometer (MODIS) and Integrated Multi-satellitE Retrievals for GPM (IMERG) by recording daily values of land surface temperature (LST), precipitation, total water storage anomaly (TWSA) and the fraction of absorbed photosynthetically active radiation anomaly (FAPAR), to explain the annual variance in the number of fires and the amount of area affected by fire in eastern Central Italy. The statistical technique adopted was multiple linear regression (MLR), which identified the most influential variables in defining the annual number of fires, Summer LST showed a partial correlation values of 0.85, followed by precipitation in April (-0.07) and November (-0.38), June TWSA (−0.68), March FAPAR (0.78) and June FAPAR (−0.12), in addition to a low value of collinearity between the variables. The model obtained with MLR resulted in an 84% explanation of variance, a result inferred from the adjusted R-square. For the burned area, the same variables were involved but produced a different outcome, explaining 60% of the variance. This suggests potential for future predictive scenarios using more suitable variables to assess fire spread.",,,Semantic Scholar,2025-12-10T23:03:58.914965
Impact of urbanization and climate change on underground temperatures: a modelling study in Milan (Italy).,"A. Previati, Luca Gallia, Giovanni Crosta",2025,2025-11-06,https://www.semanticscholar.org/paper/a29e2d863c2ac6b1e44b59d8d5136be6bf6b52c6,"This study investigates the long-term evolution of the subsurface urban heat island (SUHI) effect in Milan, integrating historical records, present observations and future climate projections through a coupled fluid-flow and heat-transport numerical model. A N-S cross-section through the city serves as the domain for this study and boundary conditions were derived from historical maps starting in 1884, long-term air temperature time series starting in 1700, and distributed land surface temperatures from Landsat 8 satellite remote sensing. The research quantifies the temperature variations in the shallow subsurface over the past 150 years (1875-2025), calibrating the model against groundwater temperature measurements, and predicts trends up to 2100. Current estimates indicate urban temperature anomalies up to +5°C at the water table depth, and an expansion of the SUHI along the two-dimensional cross-section from 3 km in 1884 to 9 km in 2025. The findings highlight the heterogeneous distribution of subsurface temperature anomalies, influenced by variations in the groundwater depth, flow patterns, land cover and urban and infrastructure expansion. Future projections suggest a further increase in subsurface temperatures, particularly in areas with shallow groundwater. These results underscore the need to incorporate mitigation strategies into urban planning and policies, such as sustainable urban cooling measures and optimized geothermal energy utilization.This article is part of the theme issue 'Urban heat spreading above and below ground'.",,"coupled fluid-flow, fluid-flow and heat-transport",Semantic Scholar,2025-12-10T23:03:58.915000
Volcano activity classification from synergy of EO data and machine learning: an application to Mount Etna volcano (Italy),"C. Petrucci, G. Romoli, A. Pignatelli, E. Trasatti, F. Zuccarello, F. Greco, M. Dozzo, G. Bilotta, F. Spina, G. Ganci",2025,2025-06-22,https://www.semanticscholar.org/paper/63bcab89e2e1b6d6472e6a50821ff32e4348bfcc,,,,Semantic Scholar,2025-12-10T23:03:58.915016
Oak decline in southern Italy: environmental and climate parameters for modelling purposes,"A. Conte, R. Di Pietro, P. Di Marzio, Sandro Strumia, G. Cillis, Andrea Capuano, P. Fortini",2025,2025-09-29,https://www.semanticscholar.org/paper/54c926a7aeb4fb32e0dc6f79597342179c34be08,"The future of the Mediterranean oak forests is under threat from the dangerous effects of global climate change, such as increasing droughts and heatwaves. The combined or individual action of certain climatic and environmental factors can lead to oak decline in various oak forest types. A study was conducted between 2015 and 2022 in southern Italy, encompassing thirty oak forest stands dominated by various Quercus species, including Q. cerris, Q. frainetto, Q. ilex, Q. pubescens, and affected by oak decline. The study employed field sampling, NDVI data, and remote sensing techniques. The distribution of the forest stands encompassed both the Temperate and Mediterranean bioclimatic regions. A total of 18 quantitative and 4 qualitative variables were recorded and subsequently compared with a damage severity scale based on field observations. The values of the variables were analyzed using both descriptive and multivariate statistics to ascertain their role in triggering oak decline episodes. It was found that eight variables were the most significant in explaining the occurrence of oak decline. These were the first-semester average rainfall (PL), average maximum summer temperature, Rainfall anomaly index, Downward shortwave radiation, Root zone soil moisture, and three indicators concerning the number, amplitude, and duration of heatwaves. Quercus pubescens forests were found to be the most affected by oak decline. The years 2017 and 2022 were characterized by high levels of stress, with the combined effect of groups of diagnostic variables in exceeding the critical thresholds proving decisive in triggering episodes of oak decline. A vulnerability map was finally created reporting three vulnerability classes for oak decline: low, medium, and high. The analysis revealed that approximately 97% (116,700 hectares) of forest plots classified as vulnerable (31.7% of the total forest area in the study region) were categorized as medium or high vulnerability.",,increasing droughts,Semantic Scholar,2025-12-10T23:03:58.915032
Magnetic and Paleomagnetic Characterization of the Ivrea‐Verbano Lower Crust Body (NW Italy): Assessing the Magnetization of Variscan‐Age Lower Crust,"G. Siravo, F. Speranza, L. Minelli, M. Zucali, E. Fazio, Chiara Caricchi, Lilla Spagnuolo",2025,2025-06-01,https://www.semanticscholar.org/paper/a660fbf21146ad8e03865d303ff86bd7532e9fc1,"The source of high‐intensity magnetic anomalies from (mostly Precambrian) lower crust of continent interiors has long been debated, as it requires speculative rocks yielding 2–6 A/m magnetization. We report on the magnetic and paleomagnetic investigation of the Ivrea‐Verbano Zone (IVZ), Western Alps, where metamorphic and intrusive lower crust rocks of Late Variscan‐Permian ages are exposed. We sampled 39 oriented sites along the Cannobina, Ossola, Strona, and Sesia valleys/sections. Low (0.27–2.1·10−3 SI) magnetic susceptibility (k) values were measured in metapelite‐metabasite metamorphic rocks from the Ossola and Strona valleys. There only two metabasite (one amphibolite and one granulite) out of 25 metamorphic sites containing pseudo‐single domain (PSD) magnetite yield 0.48–1.1·10−1 SI k values that remain constant until 550°C heating. K of gabbros‐granodiorites from Sesia valley mimic low values from metamorphic rocks, whereas at Cannobina valley one gabbro and one mafic granulite display values comparable to the two strongly magnetic sites from Ossola/Strona valleys. Peridotite lenses at Balmuccia and Finero similarly yielded low (0.24–5.5·10−3 SI) k values, consistently with their low (<20%) serpentinization. Remanence contribution is negligible, as (a) Q < 1 values imply remanent magnetization subordinate to induced magnetization, (b) paleomagnetic directions from most magnetic sites are scattered, and (c) remanence is unstable at lower crust temperatures. We conclude that IVZ lower crust rocks could not yield magnetic anomalies generated by Precambrian lower crust from continent interiors, and similar conclusions might stand for other Variscan‐age lower crust sections. Scattered high‐intensity metabasites could be candidates, if their PSD magnetite‐rich mineralogy dominated Precambrian lower crust.",,,Semantic Scholar,2025-12-10T23:03:58.915045
The Italian Actuarial Climate Index: A National Implementation Within the Emerging European Framework,"Barbara Rogo, José Garrido, Stefano Demartis",2025,2025-10-03,https://www.semanticscholar.org/paper/283dbbc5890aa3e3056b7de6695785aa87c93c89,"This paper presents the development of a high-resolution composite index to monitor and quantify climate-related risks across Italy. The country’s complex climatic variability, extensive coastline, and low insurance penetration highlight the urgent need for robust, locally calibrated tools to bridge the climate protection gap. Building on the methodological framework of existing actuarial climate indices, previously adapted for France and the Iberian Peninsula, the index integrates six standardised indicators capturing warm and cool temperature extremes, heavy precipitation intensity, dry spell duration, high wind frequency, and sea level change. It leverages hourly ERA5-Land reanalysis data and monthly sea level observations from tide gauges. Results show a clear upward trend in climate anomalies, with regional and seasonal differentiation. Among all components, sea level is most strongly correlated with the composite index, underscoring Italy’s vulnerability to marine-related risks. Comparative analysis with European indices confirms both the robustness and specificity of the Italian exposure profile, reinforcing the need for tailored risk metrics. The index can support innovative risk transfer mechanisms, including climate-related insurance, regulatory stress testing, and resilience planning. Combining scientific rigour with operational relevance, it offers a consistent, transparent, and policy-relevant tool for managing climate risk in Italy and contributing to harmonised European frameworks.",,,Semantic Scholar,2025-12-10T23:03:58.915058
"Exploring Interactions of Cloudiness, Solar Forcing and North Atlantic Circulation in Mediterranean Climate Variability","N. Diodato, Vinay Kumar, Gianni Bellocchi",2025,2025-10-06,https://www.semanticscholar.org/paper/58c8c90694e0c7d297615c47b39f96f85a355438,"Multi‐decadal changes in solar activity and cloudiness significantly influence Earth's climate, yet their pre‐industrial dynamics (before 1900) remain poorly understood. This study explores the relationship between total cloud cover (TCC), solar forcing, and mean annual temperature variability in the Mediterranean region, focusing on both the pre‐industrial and the modern era (1982–2022). Leveraging 41 years of contemporary cloud data from the European Organisation for the Exploitation of Meteorological Satellites and historical records from Italy's Benevento Observatory (dating back to 1870), we identify a marked decline in annual TCC across both periods, coupled with rising mean temperatures. Regional analyses highlight substantial disparities in TCC reductions, with declines of up to 10% per decade in Sicily (Italy) and northern Tunisia. A pivotal change‐point in cloud dynamics emerges around 2001, marked by a transition in the relationship between galactic cosmic rays (GCRs) and TCC from consistent positive correlations (1982–2001) to spatially varied patterns thereafter. This shift coincides with a notable reduction in high‐cloud coverage (HCC) over the central and eastern Mediterranean. While causality remains uncertain, correlations point to GCRs and North Atlantic thermohaline circulation (NA‐THC) anomalies as potential modulators of regional cloud dynamics. Contrasting pre‐industrial (r = 0.46) and modern (r = −0.69) correlations underscore the complexity of cloud cover responses, highlighting the role of atmospheric circulation and the need for further investigation into these dynamics and their implications for climate variability.",,,Semantic Scholar,2025-12-10T23:03:58.915070
Monitoring vineyard microclimate using decadal satellite thermal infrared time series,"A. Capolupo, E. Tarantino",2025,2025-10-30,https://www.semanticscholar.org/paper/dc1cb064235cbd2ad795c6353995895c54646c99,"Understanding how climate change impacts the thermal behavior of agricultural landscapes is crucial for developing resilient viticulture strategies. This study explores long-term trends in land surface temperature over a vineyard in Avellino, Southern Italy, cultivated with Aglianico grapes and managed by the Cantina di Prisco winery. Using Landsat satellite data from 2015 to 2025, the research analyzes temperature variations to detect thermal anomalies and assess their impact on vineyard resilience. Surface temperature was derived using a single-channel algorithm applied to thermal infrared data, with atmospheric correction and emissivity estimation based on vegetation indices. Monthly and seasonal composites were generated to capture both annual trends and seasonal fluctuations. Findings reveal a consistent increase in surface temperature during the growing season, especially between June and August. The years 2022 and 2023 showed extreme heat events, with temperatures exceeding the 90th percentile. Variability within the vineyard suggests that topography, canopy cover, and management practices influence local thermal dynamics. Compared to the surrounding land, the vineyard exhibited a cooler and more stable thermal signature, indicating its potential role as a microclimatic buffer. However, rising extreme temperature events pose a serious threat to traditional wine-growing areas. This study demonstrates the value of satellite-derived temperature data in monitoring environmental stress in viticulture and guiding climate adaptation strategies.",,,Semantic Scholar,2025-12-10T23:03:58.915081
Explainable Random Forest Framework for Real-Time Indoor Air-Quality Prediction at Airports Using SCD30 Sensor Data,"Moinul Islam, Tawhidur Rahman, Md Miskat Hossain, Sayma Sultana, Karib Shams, Mohammad Rifat, Ahmmad Rashid, Raihan Ul Islam, M. Saddam, Hossain Khan",2025,2025-07-31,https://www.semanticscholar.org/paper/7ea225a8d3bc6de26e2238eb59b44f8598028968,"Accurate, real-time forecasts of indoor air quality are essential for protecting passenger health and ensuring regulatory compliance in crowded airport terminals. This paper presents an explainable Random-Forest framework that predicts air-quality conditions from a year-long (October 2022 - October 2023) time series collected every two seconds by SCD30 and companion sensors in Brindisi Airport, Italy. After rigorous pre-processing-mean/mode imputation, inter-quartile-range outlier filtering, feature scaling, and statistical feature screening-the model attains an R2 of 0.98, surpassing benchmark Linear Regression, XGBoost, feed-forward Neural Network, and LSTM baselines. Explainability is achieved through SHAP beeswarm and LIME analyses, which identify scd30_hum and scd30_co2 as the dominant drivers, with temperature anomalies serving as an early warning signal of pollutant build-up. One-way ANOVA confirms significant weekday patterns in CO2, temperature, and humidity, while two-sample t-tests reveal no redundant pairwise differences, guiding parsimonious feature selection. The resulting workflow is computationally light, deployable on edge hardware, and delivers interpretable alerts that facility managers can translate into adaptive ventilation strategies and maintenance schedules. By combining high predictive accuracy with transparent reasoning, the proposed system advances the state of the art in airport environmental monitoring and lays the groundwork for scalable, data-driven air-quality management across diverse transportation hubs.",,,Semantic Scholar,2025-12-10T23:03:58.915094
Use of Artificial Neural Networks and SCADA Data for Early Detection of Wind Turbine Gearbox Failures,"B. Puruncajas, Francesco Castellani, Yolanda Vidal, Christian Tutivén",2025,2025-08-20,https://www.semanticscholar.org/paper/7cd8503c8c20a844626f9cf3110b83dc5ca2aabd,"This paper investigates the utilization of artificial neural networks (ANNs) for the proactive identification of gearbox failures in wind turbines, boosting the use of operational SCADA data for predictive analysis. Avoiding gearbox failures, which can strongly impact the functioning of wind turbines, is crucial for ensuring high reliability and efficiency within wind farms. Early detection can be achieved though the development of a normal behavior model based on ANNs, which are trained with data from healthy conditions derived from selected SCADA variables that are closely associated with gearbox operations. The objective of this model is to forecast deviations in the gear bearing temperature, which serve as an early warning alert for potential failures. The research employs extensive SCADA data collected from January 2018 to February 2022 from a wind farm with multiple turbines. The study guarantees the robustness of the model through a thorough data cleaning process, normalization, and splitting into training, validation, and testing sets. The findings reveal that the model is able to effectively identify anomalies in gear bearing temperatures several months prior to failure, outperforming simple data processing methods, thereby offering a significant lead time for maintenance actions. This early detection capability is highlighted by a case study involving a gearbox failure in one of the turbines, where the proposed ANN model detected the issue months ahead of the actual failure. The present paper is an extended version of the work presented at the 5th International Conference of IFToMM ITALY 2024.",,,Semantic Scholar,2025-12-10T23:05:02.095606
Remote sensing data and GIS tools for detecting surface urban heat islands: the MIRIFICUS project,"Gennaro Albini, Giulia Guerri, Michele Munafò, Marco Morabito",2025,2025-10-28,https://www.semanticscholar.org/paper/cf4e1feb0b3beffff72f4bb8d4f3f8c57434a561,"Remote sensing applications play a crucial role in addressing urban challenges and informing policies for sustainable urban development. Within this context, a GIS remote sensing-based tool has been developed to investigate the Surface Urban Heat Island (SUHI) phenomenon across Italy by collecting geospatial data at city scale. This activity is part of the MIRIFICUS project, which explores nature-based solutions and cool materials as strategies to mitigate SUHI in Italian urban areas. Funded by the Italian Space Agency (ASI) and coordinated by the Institute of Bioeconomy of the National Council Research of Italy (IBE-CNR) in collaboration with the Institute for Environmental Protection and Research (ISPRA), the project aims to share the information developed with Public Administrations (PAs) by granting them access to a dedicated project website and databases, enabling support for managing mitigation interventions. Geospatial results from two years of activities were collected in a WebGIS application developed within the Google Earth Engine (GEE) platform. Leveraging open data at resolutions from 10 to 60m, provided by NASA’s Landsat-8/9 missions and the Copernicus Programme’s Sentinel-1/2 products, the research encompasses activities at multiple scales. Geospatial layers describing nationwide seasonal land surface temperatures and land cover data were derived for all Italian municipalities. The regional capitals were further investigated, considering the 2013-2023 period, to evaluate the average SUHI phenomenon, the Urban Thermal Field Variance Index, and surface thermal anomalies. Using two distinct methodological approaches, the SUHI intensity was assessed for each of the twenty Italian regional capitals.",,,Semantic Scholar,2025-12-10T23:05:02.095653
