title,authors,year,publicationDate,link,abstract,river,keywords,source,scraped_at
Unlocking the potential of biocrust microorganisms in agriculture: cyanobacteria and heterotrophic bacteria with plant growth-promoting properties,"Carlotta Pagli, Lisa Maggioli, B. Roncero-Ramos, E. Pajuelo, M. Muñoz‐Rojas, Roberto Braglia, Antonella Canini, Yolanda Cantón",2025,2025-09-24,https://www.semanticscholar.org/paper/5227c330318626d3018a26ff7985cf5802795e0d,"Introduction Drylands are subject to multiple overlapping stresses, including high temperatures, drought, and salinity, along with soils that are low in organic matter and nitrogen. Hence, both agricultural practices and natural regeneration in these areas are hindered by poor plant establishment and growth. The use of plant growth-promoting (PGP) microorganisms has recently emerged as a promising strategy to enhance plant performance under these harsh conditions. Methods In this context, the aim of this work was to isolate and screen the PGP properties of cyanobacteria and heterotrophic bacteria from biocrusts in arid soils, representing a highly unexplored niche of microorganisms with potential application in agriculture and ecological restoration. We determined key PGP traits, including phosphate and potassium solubilization, growth under nitrogen-free conditions, siderophore and auxin production, as well as protease, lipase, DNase, amylase, catalase, and cytochrome-C-oxidase activities. Results Our results showed that, among the cyanobacteria analyzed, Nostoc commune CANT2, isolated from the province of Almería (Spain), exhibited the highest number of PGP properties, followed by N. commune AB55 (southern Sardinia, Italy) and Trichocoleus cf. desertorum CAU7 (Almería). Both strains AB55 and CANT2 are characterized by their production of exopolysaccharides (EPS). Regarding the heterotrophic bacterial strains, those with the best PGP properties were identified as Peribacillus frigoritolerans and Bacillus atrophaeus by 16S rRNA gene sequencing. Seed biopriming experiments with the model plant Triticum aestivum showed that application of N. commune CANT2, either alone or in combination with P. frigoritolerans 1E, enhanced vigor indices by up to 58% compared to the control. Discussion These findings highlight the potential of combined microbial consortia with PGP activities as candidates for the development of biostimulants, offering a sustainable approach to improve plant growth and resilience in dryland agriculture.",,,Semantic Scholar,2025-12-16T18:52:53.197365
The Venice and its Lagoon UNESCO site (Italy): Cultural Heritage and Climate Change,"F. Trovò, Greta Bruschi",2025,2025-09-10,https://www.semanticscholar.org/paper/01917e798da1d8a00a897e920ae5fde9b0632f34,"The contribution illustrates the outcomes of the research “Deepening the Impacts of Climate Change on Venice's Monumental Heritage”. This activity was carried out to integrate the various studies conducted in recent years by the Iuav University of Venice, the outcomes of the CORILA Venezia2021 research and the general aspects of the Venice Climate Change Adaptation Plan, as well as in coordination with the contents of the UNESCO, ICOMOS International and Europa Nostra documents and with other national (PNIEC, PNAC, PTE) and EU documents. The analysis of impacts and risks to cultural heritage is provided both with regard to the effects of gradual changes in climatic parameters (temperature, precipitation, relative humidity, etc.) and with regard to possible damages caused by extreme events (floods, heavy rain, prolonged drought periods). The effects considered to be potentially more damaging were associated with risks/threats for macro morphological/typological categories of cultural assets identified in the existing cultural heritage, also considering the effects of activating the MOSE system. The analytical campaigns also involved several Iuav laboratories such as Lama, FisTec and Geomatics CIRCE. The conclusion of the research saw the elaboration of a series of actions to prevent and mitigate the effects of climate change, calibrated taking into account the characteristics of the assets belonging to the different macro-categories identified, and referable to both the punctual intervention and the preventive conservation plan, aimed at increasing specific resilience. The proposed actions are aimed at guaranteeing not only the effectiveness of the solutions, but also the material and formal compatibility of the different expressions of historic lagoon buildings.",,"Venice Climate Change, Climate Change Adaptation, Climate Change",Semantic Scholar,2025-12-16T18:45:04.862195
Climate Change and Its Potential Impact on the Conservation of Wooden Pole Dwellings in Lake Bolsena: Insights from Climate Proxy Data and High-Frequency Water Monitoring,"S. Tamantini, M. Moscatelli, Francesco Cappelli, Barbara Barbaro, Egidio Severi, Federica Antonelli, G. Galotta, Marco Ciabattoni, Manuela Romagnoli",2025,2025-09-10,https://www.semanticscholar.org/paper/f9071ecd58e5c153150d7d8c094ea92eb3b0e8cf,"This study examines the impact of recent climatic trends on the preservation of submerged wooden structures at the Gran Carro archaeological site in Lake Bolsena, Italy. Climatic data from the Bolsena Meteorological Station were analysed alongside in situ water quality measurements collected near the archaeological remains at a depth of 4 m. The key parameters included water temperature (Tw), redox potential (Eh), dissolved oxygen (DO), and total dissolved solids (TDS). Trend analyses using the Mann–Kendall test and Sen’s slope revealed significant increases in air and water temperatures, which were strongly correlated. Although precipitation exhibited an upward trend, its negative correlation with temperature suggests greater variability rather than a stable water supply. Despite increased rainfall, lake levels showed a significant decline, likely due to intensified evaporation and water extraction for irrigation. UAV surveys confirmed recent lowering of the lake’s water surface during drought periods. Among the limnological parameters, dissolved oxygen saturation declined significantly, while redox potential increased, indicating shifts toward more anaerobic conditions. These environmental changes could promote the activity of erosive bacteria that degrade submerged wood. Conversely, increased evaporation might also enhance oxygen penetration at depth, potentially activating decay agents such as soft rot fungi and wood-boring bacteria. Overall, the findings suggest that ongoing climatic changes are adversely affecting the preservation of submerged wooden structures, highlighting the need for adaptive management strategies to protect both the lake ecosystem and its archaeological heritage.",,,Semantic Scholar,2025-12-16T18:45:37.810874
Preliminary Evaluation of Autonomous Mowing for Sustainable Turfgrass Management in Mediterranean Climates,"Giuliano Sciusco, S. Magni, M. Fontanelli, Tommaso Federighi, Samuele Desii, M. Volterrani",2025,2025-09-09,https://www.semanticscholar.org/paper/0920943cd755dbba804f7a73f0761fd1f3d253ca,"Turfgrass provides significant functional, environmental, recreational and aesthetic benefits; however, its high management inputs raise sustainability concerns due to intensive irrigation, fertilization and mowing. The aim of this study is to evaluate whether adopting a new mowing technology can support or enhance current low-input strategies in turfgrass management, such as reducing synthetic fertilization and deficit irrigation. This study was conducted from September 2023 to October 2024 at the Centre for Research on Turfgrass for Environment and Sports (CeRTES) in Pisa, Italy. Two turf compositions, pure tall fescue and tall fescue–microclover mixture, were managed using an autonomous mower operating daily at three mowing heights, 20, 40 and 60 mm. Turf quality, color, the NDVI, weed cover, leaf morphology, and clover presence were assessed throughout the growing season, including a drought and recovery period. The experimental design consisted of a two-factor split-plot randomized complete block design with four replications, and the statistical approach used was two-way and one-way ANOVAs with Fisher’s LSD at p = 0.05. The results of the study indicated that, under conditions where an autonomous mower was set to operate on a daily basis, the selected mowing height had minimal influence on drought response or recovery when water availability was a limiting factor. Furthermore, when subjected to the lowest mowing heights, the legume species included in the turfgrass mix demonstrated strong resilience, maintaining its presence and performance. In addition, when mowing with a high mowing frequency and at low mowing heights, the overall quality of the turfgrass appeared enhanced. These results serve as an important starting point for considering autonomous mowing technology as an innovative strategy in advancing toward turf management systems that prioritize sustainability and efficient use of resources.",,"inputs raise sustainability, raise sustainability concerns, sustainability concerns due",Semantic Scholar,2025-12-16T18:45:04.862214
"Drought response strategies of Arbequina, Arbosana and Koroneiki olive cultivars revealed by ring growth, wood anatomy and δ¹³C dynamics","S. Portarena, M. Saurer, Enrico Brugnoli, D. Farinelli, Paolo Cherubini",2025,2025-09-04,https://www.semanticscholar.org/paper/3db6bad335acc21b78e28bae7599f5639c822ced,"The olive tree (Olea europaea L.), a key crop in Mediterranean climates, is increasingly affected by climate variability. Over the last several decades, the Umbria region of central Italy, with its long-standing olive-growing tradition, has experienced a rise in extreme summer droughts, severely impacting water availability. This makes it an ideal case study for investigating olive tree responses to climatic stress. In this study, we examined the adaptive strategies of three economically important cultivars – Arbequina, Arbosana, and Koroneiki – grown as mature trees (7 years old) between 2020 and 2023. We combined dendrochronological techniques, wood anatomical analyses, and intra-seasonal δ¹³C profiling to assess growth dynamics, structural adjustments, and eco-physiological responses across four growing seasons. Our results revealed distinct cultivar-specific strategies in response to climate variation. In Arbequina and Arbosana, δ¹³C values showed significant correlations with current-year spring and summer climate conditions, as well as with conditions during the preceding winter, reflecting a more isohydric behavior. In contrast, Koroneiki exhibited a more anisohydric strategy: its δ¹³C values were primarily influenced by precipitation from the previous winter, indicating a reliance on stored carbon reserves to support early-season growth. Wood anatomical traits further supported these differences. Koroneiki exhibited higher vessel density and a greater proportion of lumen area, traits that enhance water transport efficiency. It also achieved the highest stem basal area and fruit production among the three cultivars, reaching 10.2 kg/tree in 2023. These characteristics highlight Koroneiki’s potential as a drought-resilient cultivar suited for future orchard designs in Mediterranean regions increasingly affected by heat and water stress.",,climate variability,Semantic Scholar,2025-12-16T18:45:04.862147
"Reference evapotranspiration forecasting in the North Etna aquifer: a comparative analysis of statistical, deep learning, and machine learning models","Mohamed-Amine Lahkim-Bennani, B. Bonaccorso, Abdelghani Afailal Tribak, Abdelhamid Rossi",2025,2025-09-01,https://www.semanticscholar.org/paper/693d0b1c6aafdb1a3442c07b9fd205f73871d821,,,,Semantic Scholar,2025-12-16T18:45:37.810851
Arctic Soil C and N Cycling Are Linked With Microbial Adaptations During Drought,"Theis Thomsen, M. D. Schostag, Anders Priemé, Jonathan Donhauser",2025,2025-09-01,https://www.semanticscholar.org/paper/2ab73f9097f00ad2c7011c633dac09781018e625,"Climate change increases the frequency and intensity of drought events, yet the mechanisms of microbe‐mediated soil carbon (C) and nitrogen (N) cycling under drought are poorly understood. We conducted a microcosm experiment with a Greenlandic soil subjected to five levels of drought, reducing water content from 180% to 15% over the course of 3 weeks followed by rewetting, mimicking a natural drought event. We linked changes in microbial gene expression related to stress response as well as C and N cycling with greenhouse gas (GHG) emissions, extracellular enzyme activities, and soil C and N status. Maximum changes in gene expression occurred at intermediate levels of drought (80% water content), characterized by acclimation of microbial physiology to drought conditions, including production of osmolytes as well as cell wall and membrane modifications. This peak in gene expression changes marked a tipping point associated with a pronounced decline in microbial respiration as well as extracellular enzyme activities under more intense drought conditions. Interestingly, C‐cycling gene expression correlated with soil dissolved organic nitrogen (DON), NH4+, NO3− and PO43− contents. Moreover, N‐cycling gene expression correlated with PO43− contents and with the activity of laccases. These findings highlight linkages between microbial C, N, and P cycling because of stoichiometric constraints under drought. 24 h after rewetting, we found a shift in microbial expression of C usage genes towards more labile compounds, and an increase in genes related to anabolic activity and signaling, but no signatures of stress responses, suggesting that the microbial community had overcome rewetting‐induced changes in osmotic pressure and allocated metabolic activity to growth. Overall, we show that microbial physiological drought responses and microbial resource usage related to C:N:P stoichiometry are key mechanisms of C and N cycling in the Arctic soil under drying and rewetting.",,drought,Semantic Scholar,2025-12-16T18:49:16.748767
Guidance for Practitioners When Selecting Low-growing Shrubs for Challenging Urban Sites: A Systematic Literature Review of Information on Drought Tolerance and Ecosystem Services,"Giacomo Guzzon, and Norbert Kühn, Bernd Hertle, Henrik Sjöman",2025,2025-09-01,https://www.semanticscholar.org/paper/a3e6c4061cae4b344ad4f7e171538cdb1249912f,"Urban sites are often characterized by limited space and harsh growing conditions, which present many challenges for plants. Shrubs constitute a significant proportion of the plant material used in urban plantings. Because of their variability in size, form, and habitat requirements, they are helpful design elements for the greening of cities. Therefore, it is incumbent on practitioners to have detailed information about the tolerance of shrubs to environmental stresses to inform their choices. The increasing prevalence of dry and unpredictable rainfall patterns further compounds these. The issue of water stress represents a significant constraint for plants in urban environments. Consequently, those responsible for selecting plants for such areas must consider drought tolerance when making their choices. The objectives of this study were to ascertain the current availability of information regarding drought tolerance and the provision of ecosystem services of selected shrub species and to evaluate the extent to which this information provides guidance to practitioners. To achieve this, books, nursery catalogues, and academic articles were subjected to a review process. A total of 10 European nurseries were consulted to select five common and five uncommon low-growing shrub species for the subsequent literature screening. The species-specific information was extracted by considering findings concerning the tolerance to environmental stresses, the provision of ecosystem services, the recommendations for use in urban environments, and the natural habitat of the species. The findings indicated that extant information was available for most species. However, this information was frequently generic, contradictory, concerned with botanical characteristics rather than site-related information, or excessively focused on a singular stress factor in a controlled setting, thereby limiting its utility for practitioners. The knowledge documented in books is predominantly unsubstantiated and based on the author’s experiences and qualitative observations. These findings underscore the necessity for reliable quantitative assessments of stress tolerance in numerous widely used shrub species to inform professionals’ plant selections for urban environments and ecosystem services.",,,Semantic Scholar,2025-12-16T18:49:16.748773
"Assessing the Accuracy of Gridded Precipitation Products in the Campania Region, Italy","Muhammad Shareef Shazil, Muhammad Aleem, Sheharyar Ahmad, Abdullah Abdullah, R. Greco",2025,2025-09-01,https://www.semanticscholar.org/paper/41e8435a4b3b20dd53314065577b4600bf7f9136,"Accurate precipitation data are essential for hydrological modeling, climate studies, and water resource management. Indeed, there is an increasing focus on understanding shifts in precipitation events to monitor the risks of floods and droughts, as well as to ensure sustainable water resource management. This study compares four reanalysis and satellite precipitation products (ERA5-Land, CHIRPS, PERSIANN, and TerraClimate) with ground data from 2003 to 2022. Among the datasets evaluated, ERA5-Land has the best performance (overall) in reproducing ground data, with a minimal mean bias error (MBE) of 1.91 mm, the highest correlation coefficient (R2 = 0.93), and the most favorable Nash–Sutcliffe efficiency (NSE = 0.93). In contrast, CHIRPS, PERSIANN, and TerraClimate significantly underestimate precipitation as compared to ground data. The categorical metrics also highlight ERA5-Land’s superior performance in identifying wet months. Spatial analysis shows that ERA5-Land and other datasets generally exhibit agreement regarding precipitation patterns. However, PERSIANN displays notable variances, particularly in northern regions, where it overestimates precipitation. To investigate possible changes in precipitation patterns, a longer period (1983–2022) is selected for trend analysis based on gridded precipitation products. Sen’s slope analysis does not reveal any significant annual precipitation trend. In autumn, the PERSIANN dataset indicates a significant increasing trend of +1.81 mm/year, which is also confirmed by ERA5-Land (+2.68 mm/year) and CHIRPS (+1.34 mm/year), although without statistical significance. The findings emphasize the need for more sophisticated satellite algorithms and integration with ground observations to improve precipitation accuracy.",,"water resource management, resource management, climate studies, water resource, sustainable water resource",Semantic Scholar,2025-12-16T18:49:16.748809
Consumer's attitude in driving choices towards wine products derived from New Genomic Techniques (NGTs),"Federica Morandi, Federica De Maria, F. Carillo, Simona Romeo Lironcurti, Luca Morucci",2025,2025-09-01,https://www.semanticscholar.org/paper/ddbb436a0562f073f83893a7429cc89ff1669bd6,"New Genomic Techniques (NGTs) present an opportunity to enhance plant resistance to parasites or diseases, reducing dependence on agrochemicals, and to extreme climatic events such as heavy rainfall or long periods of drought, thus fostering better adaptation to climate change. However, the diffusion of these techniques may encounter obstacles deriving from the reluctance of farmers, who have to sustain costs in the introduction of new technologies whose production results are still uncertain, but also the resistance of the market, given the still widespread reluctance of consumers in accepting wine products derived from the use of these technologies.Using original survey data from 1,045 respondents, we examine Italian consumers' acceptance of and decision to buy NGT wine products. To achieve this, we developed two indicators to assess the quality of the information and the respondents' level of knowledge about NGTs, our topic of interest. These indices were incorporated into a regression model to analyse their effects on the propensity to buy NGT wine alongside the socio-economic characteristics of respondents, which were categorized through cluster analysis.Our findings suggest a reduction in Italian consumers' distrust toward these new technologies, possibly influenced by the European institutions' proposed regulatory revision. Additionally, the results indicate that the quality of information plays a crucial role in the decision to purchase NGT wine. This highlights the need for higher-quality information to empower consumers, helping them reach an adequate level of knowledge that would allow them to make better-informed choices.",,,Semantic Scholar,2025-12-16T18:52:54.423632
Sustainability Assessment of Rice Farming: Insights from Four Italian Farms Under Climate Stress,"Savoini Guglielmo, De Marinis Pietro, Casson Andrea, Abhishek Dattu Narote, Riccardo Guidetti, Stefano Bocchi, Valentina Vaglia",2025,2025-08-22,https://www.semanticscholar.org/paper/88b0ac8065c77e45ac0821384721a9063fbd689b,"The study compares the overall sustainability of two organic and two conventional rice farming systems during the 2022 drought. The research aimed to develop an experiment exploring the ability of an integrated methodological approach to identify tradeoffs and provide actionable insights for a sustainable agricultural transition under extreme climate stress. To this aim, the study employed economic analysis, Life Cycle Assessment (LCA) for environmental impact, and the OASIS framework for broader social and resilience indicators. The study revealed tradeoffs between the economic efficiency of conventional rice farming and the ecological resilience of organic systems, a conclusion made possible only through its integrated assessment methodology. By combining different methods, the research suggested that while conventional farms achieved clear financial superiority and greater efficiency per ton of rice, organic systems showcased superior ecological performance per hectare, greater biodiversity, and enhanced resilience. This highlights a crucial research frontier focused on designing hybrid systems or new economic models that can translate the environmental resilience of organic methods into tangible market value, effectively resolving the very tradeoffs this comprehensive assessment suggested.",,,Semantic Scholar,2025-12-16T18:52:53.197327
Climate change indicators based on satellite monitoring data,"T. Ilienko, D. Sherstyuk",2025,2025-08-22,https://www.semanticscholar.org/paper/abc702bf9ac9faa08c33397c4b615379b1aa86e3,"This study examines the impact of climate change on natural and agricultural ecosystems in Ukraine through satellite remote sensing and geospatial technologies. The primary objective was to determine spatiotemporal patterns of ecological transformations induced by climate warming, with emphasis on land surface temperature trends, vegetation dynamics, water availability, and invasive species distribution. The integration of satellite-derived information proves essential for comprehensive monitoring of climate change impacts on agroecosystems, providing unprecedented spatial coverage and temporal continuity for detecting environmental changes at regional scales. The research was conducted using GIS technologies, satellite observation systems, and data collection through Giovanni, Copernicus, and EO BROWSER databases. Temperature data from the AIRS satellite (2010–2025), processed through the NASA Giovanni platform, revealed consistent increases in mean monthly surface temperatures, reduced snow cover duration, and intensified summer heat waves. Vegetation dynamics were assessed using NDVI, NDWI, and NDMI indices derived from Sentinel-2 imagery through EO Browser and Copernicus platforms. Results for Rivne Oblast indicate a notable extension of the growing season by more than one month, demonstrating adaptive shifts in vegetation development to new climatic conditions. In Odesa Oblast, significant decreases in plant moisture content (NDMI) were recorded, alongside reduced precipitation and surface water area, exemplified by the desiccation of Lake Putrene. This indicates growing drought risk and water stress in agricultural landscapes. The study also examined biological responses to climate change, focusing on the invasive freshwater snail Potamopyrgus antipodarum. A clear correlation was identified between regional warming trends and rapid population growth and spatial expansion of this species in Volyn and Odesa oblasts. Data suggest that milder winters and narrower temperature ranges created favorable thermal conditions facilitating successful colonization. Comprehensive analysis of satellite data for the period 2010–2025 unequivocally confirms the presence of significant climate changes across Ukraine’s territory. The satellite-based monitoring approach demonstrates critical importance for early detection and quantification of climate-induced changes in agroecosystems, enabling timely implementation of adaptive management strategies. The identified trends—temperature increases, transformation of vegetation cycles, invasive species expansion, and water resource degradation — require immediate implementation of adaptive measures and comprehensive natural resource management strategies. Overall, the research underscores the potential of satellite monitoring for detecting climate-related ecological changes and highlights the indispensable role of remote sensing technologies in understanding complex interactions between climate variability and ecosystem responses. The study’s findings emphasize the urgent need for continuous environmental monitoring, adaptive ecosystem management, and scientifically-grounded strategies for climate change mitigation in Ukraine.",,"climate change, climate, climate change impacts",Semantic Scholar,2025-12-16T19:11:49.992729
Yield and Plant Gas Exchange in Perennial Biomass Crops (BPGs) Under Different Water Regimes,"Elena Crapio, S. A. Corinzia, A. Piccitto, S. Cosentino, Giorgio Testa",2025,2025-08-21,https://www.semanticscholar.org/paper/82eaa0c3d8bee0be3e43d88f6f6ab091d9d6baa6,"The increasing demand for renewable energy, coupled with the urgent challenges posed by climate change, has positioned perennial biomass crops (BPGs) as essential and sustainable alternatives for bioenergy production. This study investigated the impact of irrigation regimes on the physiological performance of three BPG species—Arundo donax L., Saccharum spontaneum, and Miscanthus—with a focus on leaf gas exchange (net assimilation rate and transpiration rate) and instantaneous water use efficiency (iWUE) at varying levels of irrigation input, adopting a split-plot experimental design under the Mediterranean climatic conditions of Sicily (Italy). The results clearly showed that A. donax, a C3 species, outperformed the C4 species S. spontaneum and Miscanthus, exhibiting significantly higher stomatal conductance and net photosynthesis, especially under irrigated conditions. S. spontaneum demonstrated the highest iWUE, particularly in rainfed treatments, reflecting its efficient use of water. Miscanthus showed the greatest sensitivity to water stress, with a more pronounced decline in photosynthesis during drought periods. This study accentuated the role of effective water management and genotype selection in optimizing biomass yield and resource efficiency, providing valuable insights for improving crop productivity in Mediterranean and other semi-arid regions.",,climate change,Semantic Scholar,2025-12-16T18:52:54.423717
Design and Implementation of an IoT-Integrated Dynamic Wireless Charging Infrastructure for Electric Vehicles,"Dr. T.M. Usha, Dr. Kothai Andal, T. R. Lakshmi, K. P. Sri, Sai Nandini, Dr. K. Swetha Sastry, Dr. Praveen Kumar Balguri",2025,2025-08-21,https://www.semanticscholar.org/paper/d5959704f9678e8f568d093ae5ba5aa874312218,"Dynamic Wireless Charging (DWC) technology offers a transformative approach to electric vehicle (EV) infrastructure by enabling real-time charging while vehicles are in motion. This paper presents the design and implementation of an IoT-integrated DWC system that embeds inductive power transfer coils into roadways, allowing seamless energy transmission to EVs without halting for stationary charging. The proposed system combines wireless power transfer (WPT), ESP32-based control units, voltage and weight sensors, and Bluetooth-enabled mobile monitoring to achieve efficient, reliable, and intelligent charging. Additionally, the architecture incorporates a solar-assisted power supply and IoT-based data logging to enhance system sustainability and visibility. Experimental results validate the feasibility of uninterrupted energy delivery, real-time parameter monitoring, and smooth vehicular operation, addressing key challenges such as range anxiety and infrastructure scalability. This work contributes to the advancement of sustainable transportation systems and sets a foundation for future deployment of smart, energy-efficient, and environmentally responsible EV charging networks.",,,Semantic Scholar,2025-12-16T18:59:21.957471
Unwinding the spiral of silence in rural America: looking backward with stories to plan forward,"Mary L. Keller, Kristiana Hansen, J. J. Shinker, Kristen D. Landreville, Kathryn E. Cooper, Emily Donaldson, Michelle Kim, Ginger B. Paige, Anders Van Sandt",2025,2025-08-13,https://www.semanticscholar.org/paper/48a35eadbd0af2d88e8891d088e15afe57444d3d,"In regions where climate change is perceived to be a controversial topic, people often self-silence rather than explore their concerns by speaking with others in their local social networks. The “spiral of silence” is a social feedback loop in which individuals are reluctant to speak about an issue because they believe they hold a minority opinion, leading to anxiety and fear, which prohibit action. Facilitating conversations about climate change is therefore a crucial step for researchers concerned with enhancing adaptive capacity. The goal of this paper is to provide a road map for engaging rural communities in conversations about their lived experiences with and local knowledge related to climate and water-related risks (e.g., drought). Our research focuses on unwinding the spiral of silence through community engagement to address the following questions: 1. How do rural Wyoming community members perceive recent climate conditions and water-related risks; and 2. How do rural Wyoming community members perceive and discuss future climate scenarios?Our first research question is addressed through analysis of results from a statewide survey, which are used to develop prompts for a scenario planning workshop to support the second research question. Our second research question is addressed through transcription and coding of recorded discussions and responses during and after participatory scenario planning workshops in key communities around the state.Results from the statewide survey indicate that respondents largely agree that all seasons are getting warmer than in the past and that drought is the dominant water risk of concern; however, there is uncertainty about community preparedness. Inclusion of prompts in our participatory scenario planning workshops that were aligned with statewide survey results allowed shared communication opportunities among community members and identified local knowledge of past drought events and associated adaptation strategies for the future.Our mixed-method approach provides an example for unwinding the spiral of silence in rural communities experiencing challenges and impacts of climate change.",,climate change,Semantic Scholar,2025-12-16T18:52:54.423667
Efficient Spatial Organization for Occupants in Need: Innovative Spatial Solutions for Displaced and Vulnerable Groups,"Oytun Kayan, H. Alibaba",2025,2025-08-13,https://www.semanticscholar.org/paper/3d6caddec908cc1977b07e02111f8d9213e49f08,"Natural disasters and conflicts not only cause physical damage to the environments in which people live but also deprive individuals of adequate shelter. As one of the most fundamental human rights, access to proper housing is of critical importance. In this context, this study investigates how the spatial organization of temporary shelter camps affects user satisfaction across various international contexts. A web-based documentary analysis method was applied to examine nine case study regions that were significantly affected by disasters and conflicts in the 21st century. These regions, Sri Lanka, the United States, Haiti, Turkey, Japan, Greece, the Philippines, Nepal, and Italy, were selected through purposive sampling, based on the severity of the disasters and their impact on local populations. Data were obtained through the review of academic literature, media archives, and institutional reports, with affected areas identified accordingly. Triangulated analyses within the reviewed academic sources provided valuable insights into the conditions of temporary camps. The findings reveal pervasive security vulnerabilities, insufficient user-focused assistance from local governments and civil society organisations, feeble spatial design, poor sanitation facilities, and restricted access to social infrastructure. These deficits adversely affect psychological well-being and community integration. The study indicates that temporary shelters created during catastrophes and wars must adhere to international humanitarian standards, integrate adaptable and sustainable spatial plans, and get backing from local authorities and the Sustainable Development Goals through user-centred interventions. The study is to provide a reference for future research and the efficient organisation of temporary shelter camps.",,,Semantic Scholar,2025-12-16T18:59:20.421883
Network dynamics reveal drought synchronization hubs in the Po River Basin,"Antonio Zinilli, Edmondo Di Giuseppe, Arianna Di Paola, S. Quaresima, Massimiliano Pasqui",2025,2025-08-08,https://www.semanticscholar.org/paper/36187212b9913d2894916c5e9923350b93781f3f,"The intensifying climate crisis has exacerbated the frequency and severity of prolonged droughts, particularly in environmentally and socio-economically vulnerable climate change hot-spot regions. Despite advancements in monitoring, the spatiotemporal propagation and interdependencies of drought events remain poorly understood. This study analyzes drought synchronization within the Po River Basin, a critical hydrological system contributing approximately 40% of Italy’s GDP. Using the 12-month Standardized Precipitation Index (SPI-12) and complex network methods, we reveal the spatiotemporal dynamics of drought propagation, identifying key hubs and hot-spot regions. Our analysis identifies spatial hubs where droughts originate and terminal zones where impacts converge. This process follows a diffusive propagation mechanism, whereby local events spread through preferential pathways until they are interrupted by seasonal climatic conditions that restore precipitation regime. These findings enhance understanding of drought dynamics in interconnected systems, advancing the application of complex network theory to hydro-climatology. They also provide a foundation for research on societal resilience to climate change and the development of adaptive strategies for sustainable hydrological systems.",Po,"intensifying climate crisis, socio-economically vulnerable climate",Semantic Scholar,2025-12-16T18:13:24.012104
"Evidence of population stress linked to droughts in cave-dwelling spiders: the case of
 Meta bourneti
 in north-western Italy","Matteo Galbiati, Filippo Graziani, R. Manenti, Stefano Mammola, Beatrice Caimi",2025,2025-08-06,https://www.semanticscholar.org/paper/250c8e63a73e3ceea6c3096c549c8dacc78899d2,,,,Semantic Scholar,2025-12-16T18:49:16.748803
RESEARCH ON THE BEHAVIOR OF SOYBEAN VARIETIES WITH ITALIAN AND GERMAN GENETICS UNDER PEDOCLIMATIC CONDITIONS OF MOLDOVA,"A. Leonte, Simona-Florina Isticioaia, Sabina Pintilie, Doru Stanciu, Paula-Lucelia Pintilie",2025,2025-08-06,https://www.semanticscholar.org/paper/c46a18f7b44c23119cc3b02cfbe3a8f27dfcc351,"Testing soybean varieties is an essential step in the process of adapting the crop to the pedoclimatic conditions of each area. By evaluating their performance under various soil and climate conditions, the most resistant and productive varieties can be identified, ensuring optimal yields and more efficient resource management. This process contributes to maximizing yields and reducing risks associated with climate or soil fluctuations, making soybean cultivation more sustainable in the long term. However, in the soybean experiments set in central of Moldova, between 2022 and 2024, yields were significantly impacted by heatwaves and drought during the flowering stage of the soybean crop, emphasizing the importance of conducting longer trials, as only two years of testing were carried out. A more extended testing period would provide a clearer understanding of how different soybean varieties perform under varying climatic conditions and ensure more reliable results for selection.",,,Semantic Scholar,2025-12-16T18:52:53.197372
Sentinel-2 Based Combined Analysis of Water Bodies and Vegetation Dynamics for Drought Monitoring,"Olga Parshina, Luca Cenci, Giuseppe Squicciarino, L. Pulvirenti",2025,2025-08-03,https://www.semanticscholar.org/paper/5709736bfbddbc01dccebb7789e12fc5f7dc6370,"This study aims at identifying the occurrence of dry periods and drought events by analyzing their effect on water bodies and vegetation conditions. Within this scope, the dynamics of satellite-based indicators of reservoir water extent and of the surrounding vegetation was studied in relation with the dry/drought conditions assessed via Combined Drought Indicator of the European Drought Observatory. A qualitative and quantitative analysis was performed between the monthly values of NDVI and fAPAR, and the changes in the water extent of the Maccheronis Reservoir (Sardinia, Italy), in terms of standardized anomalies. The vegetation and water indices were derived from Sentinel-2 data, and the analysis was performed over a five-year period (2019-2024). The results show the potential added-value of performing a combined satellite-based monitoring of vegetation and water bodies dynamics to support drought management. Being based solely on the satellite data, this approach may be applied also in data-scarce environments.",,"European Drought Observatory, Combined Drought Indicator, drought conditions assessed, reservoir water extent",Semantic Scholar,2025-12-16T18:45:03.641159
